Book,Node,Community
5,Bartimus,6
5,Davos-Seaworth,6
5,Belaquo,0
5,Goghor-the-Giant,0
5,Irri,0
5,Spotted-Cat,0
5,Ben-Bones,5
5,Kasporio,1
5,Penny,1
5,Tybero-Istarion,1
5,Benerro,1
5,Moqorro,7
5,Benethon-Scales,3
5,Narbert-Grandison,3
5,Benjen-Stark,3
5,Black-Balaq,1
5,Boros-Blount,9
5,Meryn-Trant,9
5,Tommen-Baratheon,9
5,Bowen-Marsh,3
5,Cellador,3
5,Eddison-Tollett,3
5,Othell-Yarwyck,3
5,Tormund,3
5,Wick-Whittlestick,3
5,Brynden-Rivers,2
5,Coldhands,2
5,Hodor,2
5,Jojen-Reed,2
5,Leaf,2
5,Meera-Reed,2
5,Rickon-Stark,2
5,Robb-Stark,2
5,Brandon-Norrey,3
5,Torghen-Flint,3
5,Brea,5
5,Brienne-of-Tarth,9
5,Cersei-Lannister,9
5,Jaime-Lannister,9
5,Brus-Buckler,3
5,Malegorn,3
5,Brynden-Tully,9
5,Bump,4
5,Varamyr,4
5,Caggo,0
5,Lucifer-Long,0
5,Meris,0
5,Caleotte,9
5,Gregor-Clegane,9
5,Camarron,0
5,Catelyn-Stark,5
5,Dunsen,9
5,High-Sparrow,9
5,Ilyn-Payne,9
5,Joffrey-Baratheon,1
5,Kevan-Lannister,9
5,Lancel-Lannister,9
5,Mace-Tyrell,9
5,Margaery-Tyrell,9
5,Moelle,9
5,Osney-Kettleblack,9
5,Qyburn,9
5,Rafford,9
5,Robert-Strong,9
5,Scolera,9
5,Unella,9
5,Cleon,0
5,Kedry,0
5,Mully,3
5,Corliss-Penny,3
5,Cotter-Pyke,3
5,Denys-Mallister,3
5,Cromm,8
5,Hero,0
5,Jhiqui,0
5,Daeron-II-Targaryen,0
5,Drogo,0
5,Eroeh,0
5,Ezzara,0
5,Ghael,0
5,Illyrio-Mopatis,1
5,Jorah-Mormont,1
5,Lysono-Maar,0
5,Marselen,0
5,Mezzara,0
5,Miklaz,0
5,Qavo-Nogarys,1
5,Qezza,0
5,Quaithe,0
5,Symon-Stripeback,0
5,Yurkhaz-zo-Yunzak,0
5,Dalla,3
5,Val,3
5,Damon-Dance-for-Me,5
5,Grunt,5
5,Skinner,5
5,Sour-Alyn,5
5,Garth-(Wolfs-Den),6
5,Godric-Borrell,6
5,Leona-Woolfield,6
5,Marlon-Manderly,6
5,Robett-Glover,6
5,Salladhor-Saan,6
5,Sybell-Spicer,6
5,Denzo-Dhan,0
5,Devan-Seaworth,3
5,Dick-Straw,0
5,Hugh-Hungerford,0
5,Donal-Noye,3
5,Qhorin-Halfhand,3
5,Nymeria-Sand,9
5,Oberyn-Martell,9
5,Draqaz,0
5,Dryn,3
5,Willam-Dustin,5
5,Emmett,3
5,Hobb,3
5,Janos-Slynt,3
5,Hop-Robin,3
5,Frenya,5
5,Holly,5
5,Fulk,3
5,Garth-Greyfeather,3
5,Hairy-Hal,3
5,Jack-Bulwer,3
5,Gerrick-Kingsblood,3
5,Raymun-Redbeard,3
5,Grenn,10
5,Pypar,10
5,Todder,10
5,Lorren,8
5,Haggon,4
5,Pono,1
5,Leathers,3
5,Rory,3
5,Harl,8
5,Myles-Toyne,1
5,Harwood-Stout,5
5,Harys-Swyft,9
5,Pycelle,9
5,Marghaz-zo-Loraq,0
5,Owen,3
5,Rowan,5
5,Hoster-Blackwood,9
5,Hother-Umber,6
5,Jon-Umber-(Greatjon),6
5,Jonos-Bracken,9
5,Josmyn-Peckledon,9
5,Tytos-Blackwood,9
5,Jared-Frey,6
5,Rhaegar-Frey,6
5,Jeor-Mormont,3
5,Squirrel,5
5,Nyessos-Vhassar,1
5,Patrek-of-Kings-Mountain,3
5,Rattleshirt,3
5,Soren-Shieldbreaker,3
5,Tom-Barleycorn,3
5,Toregg,3
5,Ulmer,3
5,Weeper,3
5,Wun-Weg-Wun-Dar-Wun,3
5,Ygritte,3
5,Nurse,1
5,Joramun,3
5,Richard-Horpe,8
5,Kerwin,7
5,Randyll-Tarly,9
5,Ronnet-Connington,9
5,Longwater-Pyke,7
5,Luton,5
5,Lyanna-Mormont,3
5,Lyanna-Stark,1
5,Maege-Mormont,2
5,Malaquo-Maegyr,1
5,Marya-Seaworth,3
5,Rodrik-Sparr,7
5,Morgo,1
5,Trystane-Martell,9
5,Yezzan-zo-Qaggaz,1
5,Tyene-Sand,9
5,Old-Bill-Bone,0
5,Patchface,3
5,Sweets,1
5,Petyr-Baelish,1
5,Ralf-(Limper),7
5,Walder-Frey-(son-of-Merrett),5
5,Yellow-Dick,5
5,Rodrik-Cassel,2
5,Walda-Frey-(daughter-of-Merrett),5
5,Roose-Ryswell,3
5,Scar,1
5,Shae,1
5,Tysha,1
5,Shrouded-Lord,1
5,Theomore,6
5,William-Foxglove,3
5,Walder-Frey-(son-of-Jammos),5
5,Wex-Pyke,5
5,Willow-Witch-eye,5
5,Thistle,4
5,Wylis-Manderly,1
5,Wulfe,7
